rank,mode,temperature,sigma,threshold,min_distance,prominence,f1,precision,recall,tp,fp,fn,key
58,peak,0.5,2.0,0.135,24,0.0,0.7591623036649214,0.7033006033360937,0.8246636149257872,5945,2508,1264,peak|T=0.5|sigma=2|thr=0.135|dist=24|prom=0
59,peak,0.5,2.0,0.15,16,0.001,0.7590400836984242,0.7179614052449282,0.8051047301983631,5804,2280,1405,peak|T=0.5|sigma=2|thr=0.15|dist=16|prom=0.001
60,peak,0.5,2.0,0.134,24,0.0,0.758897818599311,0.7024442082890542,0.8252184769038702,5949,2520,1260,peak|T=0.5|sigma=2|thr=0.134|dist=24|prom=0
61,segment,0.38780461844336944,2.5,0.135,0,0.0,0.7587540852397786,0.7307297019527236,0.7890137328339576,5688,2096,1521,segment|T=0.38780462|sigma=2.5|thr=0.135|dist=0|prom=0
62,segment,0.38780461844336944,2.0,0.135,0,0.0,0.758673274876096,0.6999648258881463,0.8281315022888056,5970,2559,1239,segment|T=0.38780462|sigma=2|thr=0.135|dist=0|prom=0
63,segment,0.38780461844336944,2.0,0.137,0,0.0,0.7585767121540621,0.7019945709902041,0.8250797614093495,5948,2525,1261,segment|T=0.38780462|sigma=2|thr=0.137|dist=0|prom=0
64,peak,0.38780461844336944,2.5,0.118,16,0.0,0.7585434911437413,0.7219854600150414,0.7990012484394506,5760,2218,1449,peak|T=0.38780462|sigma=2.5|thr=0.118|dist=16|prom=0
65,segment,0.38780461844336944,2.0,0.136,0,0.0,0.7584802392923057,0.7007290686735654,0.8266056318490775,5959,2545,1250,segment|T=0.38780462|sigma=2|thr=0.136|dist=0|prom=0
66,segment,0.38780461844336944,2.0,0.118,0,0.0,0.7584241823587711,0.685170677112479,0.8492162574559579,6122,2813,1087,segment|T=0.38780462|sigma=2|thr=0.118|dist=0|prom=0
67,segment,0.38780461844336944,2.5,0.136,0,0.0,0.7583856741948415,0.731597266984659,0.787210431405188,5675,2082,1534,segment|T=0.38780462|sigma=2.5|thr=0.136|dist=0|prom=0
68,segment,0.38780461844336944,2.5,0.134,0,0.0,0.7583638177585633,0.7284692052133913,0.7908170342627271,5701,2125,1508,segment|T=0.38780462|sigma=2.5|thr=0.134|dist=0|prom=0
69,segment,0.38780461844336944,2.0,0.121,0,0.0,0.7583592293349907,0.6869721878166873,0.8463032320710223,6101,2780,1108,segment|T=0.38780462|sigma=2|thr=0.121|dist=0|prom=0
70,segment,0.38780461844336944,2.0,0.138,0,0.0,0.7583301417081578,0.7023767293366442,0.8239700374531835,5940,2517,1269,segment|T=0.38780462|sigma=2|thr=0.138|dist=0|prom=0
71,segment,0.38780461844336944,2.0,0.139,0,0.0,0.7582459728969574,0.703141671606402,0.8227215980024969,5931,2504,1278,segment|T=0.38780462|sigma=2|thr=0.139|dist=0|prom=0
72,segment,0.38780461844336944,2.0,0.134,0,0.0,0.7582138779652416,0.6984924623115578,0.8291025107504508,5977,2580,1232,segment|T=0.38780462|sigma=2|thr=0.134|dist=0|prom=0
73,peak,0.38780461844336944,2.5,0.1,16,0.0,0.7579536777806057,0.7001293052780063,0.8261894853655153,5956,2551,1253,peak|T=0.38780462|sigma=2.5|thr=0.1|dist=16|prom=0
74,peak,0.38780461844336944,2.0,0.135,16,0.0,0.7578727296485038,0.7163146844510312,0.8045498682202802,5800,2297,1409,peak|T=0.38780462|sigma=2|thr=0.135|dist=16|prom=0
75,segment,0.35,2.5,0.1,0,0.0,0.75786143625435,0.6967194043741275,0.8307670966846997,5989,2607,1220,segment|T=0.35|sigma=2.5|thr=0.1|dist=0|prom=0
76,segment,0.38780461844336944,2.5,0.137,0,0.0,0.7578538415165114,0.7327720207253886,0.7847135525038147,5657,2063,1552,segment|T=0.38780462|sigma=2.5|thr=0.137|dist=0|prom=0
77,segment,0.38780461844336944,2.5,0.138,0,0.0,0.7577915099408921,0.7346008594869123,0.7824941045914828,5641,2038,1568,segment|T=0.38780462|sigma=2.5|thr=0.138|dist=0|prom=0
78,peak,0.38780461844336944,2.0,0.121,16,0.0,0.7577655630832162,0.7026194144838213,0.8223054515189346,5928,2509,1281,peak|T=0.38780462|sigma=2|thr=0.121|dist=16|prom=0
79,peak,0.38780461844336944,2.0,0.136,16,0.0,0.7577225130890052,0.7172593235039029,0.8030239977805521,5789,2282,1420,peak|T=0.38780462|sigma=2|thr=0.136|dist=16|prom=0
80,peak,0.38780461844336944,2.0,0.137,16,0.0,0.7576890287887732,0.7185323383084578,0.8013594118463032,5777,2263,1432,peak|T=0.38780462|sigma=2|thr=0.137|dist=16|prom=0
81,peak,0.38780461844336944,2.0,0.118,16,0.0,0.7576278743869035,0.7004711425206125,0.8249410459148286,5947,2543,1262,peak|T=0.38780462|sigma=2|thr=0.118|dist=16|prom=0
82,peak,0.38780461844336944,2.0,0.134,16,0.0,0.7575994781474233,0.7150597217091491,0.8055208766819254,5807,2314,1402,peak|T=0.38780462|sigma=2|thr=0.134|dist=16|prom=0
83,peak,0.38780461844336944,2.0,0.138,16,0.0,0.7575160824471577,0.7190031152647975,0.8003884033846581,5770,2255,1439,peak|T=0.38780462|sigma=2|thr=0.138|dist=16|prom=0
84,peak,0.5,2.5,0.15,0,0.001,0.7573826652963344,0.748307608989981,0.7666805382161187,5527,1859,1682,peak|T=0.5|sigma=2.5|thr=0.15|dist=0|prom=0.001
85,peak,0.38780461844336944,2.0,0.139,16,0.0,0.7573785578123974,0.7197651174412794,0.7991399639339715,5761,2243,1448,peak|T=0.38780462|sigma=2|thr=0.139|dist=16|prom=0
86,peak,0.5,2.5,0.138,0,0.001,0.7573456586332122,0.72265625,0.7955333610764322,5735,2201,1474,peak|T=0.5|sigma=2.5|thr=0.138|dist=0|prom=0.001
87,peak,0.38780461844336944,2.0,0.121,24,0.0,0.757329519599558,0.7126253976021532,0.8080177555832987,5825,2349,1384,peak|T=0.38780462|sigma=2|thr=0.121|dist=24|prom=0
88,peak,0.38780461844336944,2.0,0.118,24,0.0,0.7572576464489373,0.7105679192508817,0.810514634484672,5843,2380,1366,peak|T=0.38780462|sigma=2|thr=0.118|dist=24|prom=0
89,peak,0.38780461844336944,2.5,0.121,16,0.0,0.7572327044025157,0.724290780141844,0.7933139131641004,5719,2177,1490,peak|T=0.38780462|sigma=2.5|thr=0.121|dist=16|prom=0
90,segment,0.38780461844336944,2.5,0.139,0,0.0,0.7572121865732003,0.7364625671954897,0.7791649327229851,5617,2010,1592,segment|T=0.38780462|sigma=2.5|thr=0.139|dist=0|prom=0
91,peak,0.38780461844336944,2.5,0.1,24,0.0,0.7569736586628697,0.7095365202620724,0.8112082119572757,5848,2394,1361,peak|T=0.38780462|sigma=2.5|thr=0.1|dist=24|prom=0
92,peak,0.5,2.5,0.121,0,0.0,0.7569677380008538,0.6754462342185459,0.8608683589956998,6206,2982,1003,peak|T=0.5|sigma=2.5|thr=0.121|dist=0|prom=0
93,peak,0.5,2.0,0.139,16,0.001,0.7569099929128278,0.7066891241578441,0.8148148148148148,5874,2438,1335,peak|T=0.5|sigma=2|thr=0.139|dist=16|prom=0.001
94,peak,0.38780461844336944,2.0,0.135,24,0.0,0.7569038767923527,0.7257797581158498,0.7908170342627271,5701,2154,1508,peak|T=0.38780462|sigma=2|thr=0.135|dist=24|prom=0
95,peak,0.5,2.5,0.137,0,0.001,0.7569028006589786,0.7209389907105197,0.7966430850325982,5743,2223,1466,peak|T=0.5|sigma=2.5|thr=0.137|dist=0|prom=0.001
96,peak,0.5,2.5,0.139,0,0.001,0.7568819481206988,0.7236492471213464,0.7933139131641004,5719,2184,1490,peak|T=0.5|sigma=2.5|thr=0.139|dist=0|prom=0.001
97,peak,0.5,2.5,0.138,16,0.001,0.756848156915793,0.7385163674762407,0.7761131918435289,5595,1981,1614,peak|T=0.5|sigma=2.5|thr=0.138|dist=16|prom=0.001
98,peak,0.38780461844336944,2.0,0.134,24,0.0,0.7566277836691411,0.7244574184541186,0.7917880427243723,5708,2171,1501,peak|T=0.38780462|sigma=2|thr=0.134|dist=24|prom=0
99,peak,0.38780461844336944,2.0,0.136,24,0.0,0.7565806966232385,0.7263560944479898,0.7894298793175197,5691,2144,1518,peak|T=0.38780462|sigma=2|thr=0.136|dist=24|prom=0
100,peak,0.5,2.5,0.135,0,0.001,0.7564766839378237,0.7174670315999004,0.7999722569010959,5767,2271,1442,peak|T=0.5|sigma=2.5|thr=0.135|dist=0|prom=0.001
101,peak,0.5,2.0,0.15,24,0.001,0.7564698075646981,0.7250985879659076,0.7906783187682064,5700,2161,1509,peak|T=0.5|sigma=2|thr=0.15|dist=24|prom=0.001
102,peak,0.5,2.5,0.137,16,0.001,0.756446604563251,0.7367521367521368,0.7772229157996948,5603,2002,1606,peak|T=0.5|sigma=2.5|thr=0.137|dist=16|prom=0.001
103,peak,0.5,2.5,0.135,16,0.001,0.7563680354862559,0.7336375488917862,0.7805520876681925,5627,2043,1582,peak|T=0.5|sigma=2.5|thr=0.135|dist=16|prom=0.001
104,peak,0.5,2.5,0.136,0,0.001,0.756362201617676,0.7190547636909227,0.797752808988764,5751,2247,1458,peak|T=0.5|sigma=2.5|thr=0.136|dist=0|prom=0.001
105,peak,0.5,2.0,0.138,16,0.001,0.7563500739502282,0.7049868137137377,0.81578582327646,5881,2461,1328,peak|T=0.5|sigma=2|thr=0.138|dist=16|prom=0.001
106,peak,0.38780461844336944,2.0,0.137,24,0.0,0.7563428114803223,0.7273309426229508,0.787765293383271,5679,2129,1530,peak|T=0.38780462|sigma=2|thr=0.137|dist=24|prom=0
107,peak,0.5,2.5,0.134,16,0.001,0.7563329312424608,0.7316219369894983,0.7827715355805244,5643,2070,1566,peak|T=0.5|sigma=2.5|thr=0.134|dist=16|prom=0.001
108,peak,0.38780461844336944,2.5,0.118,24,0.0,0.756316000534688,0.7297820198632787,0.7848522679983354,5658,2095,1551,peak|T=0.38780462|sigma=2.5|thr=0.118|dist=24|prom=0
109,peak,0.5,2.5,0.139,16,0.001,0.7563025210084033,0.7393666357493044,0.7740324594257179,5580,1967,1629,peak|T=0.5|sigma=2.5|thr=0.139|dist=16|prom=0.001
110,peak,0.5,2.5,0.134,0,0.001,0.7562442788021447,0.7152752009894867,0.8021917048134276,5783,2302,1426,peak|T=0.5|sigma=2.5|thr=0.134|dist=0|prom=0.001
111,peak,0.38780461844336944,2.0,0.138,24,0.0,0.756198347107438,0.7277742142398974,0.7869330004161464,5673,2122,1536,peak|T=0.38780462|sigma=2|thr=0.138|dist=24|prom=0
112,peak,0.5,2.5,0.136,16,0.001,0.7561485075129708,0.7351939203354297,0.7783326397558608,5611,2021,1598,peak|T=0.5|sigma=2.5|thr=0.136|dist=16|prom=0.001
113,peak,0.38780461844336944,2.0,0.139,24,0.0,0.7559885233869355,0.7283363332476215,0.7858232764599806,5665,2113,1544,peak|T=0.38780462|sigma=2|thr=0.139|dist=24|prom=0
114,peak,0.5,2.0,0.137,16,0.001,0.7558751765763451,0.7036461446503287,0.8164794007490637,5886,2479,1323,peak|T=0.5|sigma=2|thr=0.137|dist=16|prom=0.001
115,peak,0.5,2.0,0.15,0,0.001,0.7558418592901353,0.6937971014492753,0.830073519212096,5984,2641,1225,peak|T=0.5|sigma=2|thr=0.15|dist=0|prom=0.001
116,peak,0.38780461844336944,1.5,0.15,16,0.0,0.7558176806205525,0.702622169249106,0.8177278401997503,5895,2495,1314,peak|T=0.38780462|sigma=1.5|thr=0.15|dist=16|prom=0
117,peak,0.5,2.5,0.118,0,0.0,0.7557899842366921,0.6712977921378568,0.8646136773477597,6233,3052,976,peak|T=0.5|sigma=2.5|thr=0.118|dist=0|prom=0
118,peak,0.35,2.5,0.1,16,0.0,0.75572222940644,0.7077631100884099,0.8106533499791927,5844,2413,1365,peak|T=0.35|sigma=2.5|thr=0.1|dist=16|prom=0
119,segment,0.35,2.0,0.118,0,0.0,0.7557203922554689,0.6909989653983216,0.8338188375641559,6011,2688,1198,segment|T=0.35|sigma=2|thr=0.118|dist=0|prom=0
120,peak,0.5,1.5,0.15,16,0.0,0.7556709314543544,0.6814938684503902,0.8479678180052712,6113,2857,1096,peak|T=0.5|sigma=1.5|thr=0.15|dist=16|prom=0
121,segment,0.38780461844336944,2.0,0.15,0,0.0,0.7556047966631907,0.71259987707437,0.804133721736718,5797,2338,1412,segment|T=0.38780462|sigma=2|thr=0.15|dist=0|prom=0
122,peak,0.5,1.5,0.15,24,0.0,0.7555443548387097,0.6921389818769479,0.8317381051463448,5996,2667,1213,peak|T=0.5|sigma=1.5|thr=0.15|dist=24|prom=0
123,peak,0.5,2.0,0.136,16,0.001,0.7554814719835876,0.7023483132673739,0.8173116937161881,5892,2497,1317,peak|T=0.5|sigma=2|thr=0.136|dist=16|prom=0.001
124,peak,0.5,2.0,0.139,0,0.0,0.7554104703179784,0.6694524804457302,0.8666944097655708,6248,3085,961,peak|T=0.5|sigma=2|thr=0.139|dist=0|prom=0
125,peak,0.5,2.0,0.135,16,0.001,0.7550915844754706,0.701368233194527,0.8177278401997503,5895,2510,1314,peak|T=0.5|sigma=2|thr=0.135|dist=16|prom=0.001
126,peak,0.5,2.0,0.139,24,0.001,0.7550405865409794,0.7148878145531177,0.7999722569010959,5767,2300,1442,peak|T=0.5|sigma=2|thr=0.139|dist=24|prom=0.001
127,peak,0.38780461844336944,1.5,0.15,24,0.0,0.7549729341942215,0.7124569177744953,0.8028852822860314,5788,2336,1421,peak|T=0.38780462|sigma=1.5|thr=0.15|dist=24|prom=0
128,peak,0.35,2.0,0.118,16,0.0,0.7549095607235143,0.7064442026357152,0.810514634484672,5843,2428,1366,peak|T=0.35|sigma=2|thr=0.118|dist=16|prom=0
129,peak,0.38780461844336944,2.5,0.118,0,0.0,0.7549094618719715,0.6985250737463127,0.8211957275627687,5920,2555,1289,peak|T=0.38780462|sigma=2.5|thr=0.118|dist=0|prom=0
130,peak,0.5,2.5,0.15,16,0.001,0.7547908798433347,0.7611792918606292,0.7485088084339021,5396,1693,1813,peak|T=0.5|sigma=2.5|thr=0.15|dist=16|prom=0.001
131,peak,0.38780461844336944,1.5,0.134,16,0.0,0.7547264935719686,0.6915348192631944,0.8306283811901789,5988,2671,1221,peak|T=0.38780462|sigma=1.5|thr=0.134|dist=16|prom=0
132,peak,0.35,2.5,0.1,24,0.0,0.7546996187721835,0.7171767645221736,0.7963656540435566,5741,2264,1468,peak|T=0.35|sigma=2.5|thr=0.1|dist=24|prom=0
133,peak,0.5,2.0,0.134,16,0.001,0.7546856009723021,0.7002611585944919,0.8182827021778333,5899,2525,1310,peak|T=0.5|sigma=2|thr=0.134|dist=16|prom=0.001
134,peak,0.38780461844336944,1.5,0.136,16,0.0,0.7546430827542641,0.6928430576499246,0.8285476487723679,5973,2648,1236,peak|T=0.38780462|sigma=1.5|thr=0.136|dist=16|prom=0
135,peak,0.38780461844336944,2.5,0.121,24,0.0,0.7546181231947336,0.7315707215420683,0.7791649327229851,5617,2061,1592,peak|T=0.38780462|sigma=2.5|thr=0.121|dist=24|prom=0
136,peak,0.38780461844336944,2.5,0.135,16,0.0,0.7545448355688704,0.7409735223321744,0.768622555139409,5541,1937,1668,peak|T=0.38780462|sigma=2.5|thr=0.135|dist=16|prom=0
137,peak,0.38780461844336944,1.5,0.137,16,0.0,0.7544902605615988,0.693362780425433,0.8274379248162019,5965,2638,1244,peak|T=0.38780462|sigma=1.5|thr=0.137|dist=16|prom=0
138,peak,0.5,2.0,0.138,24,0.001,0.7544777095045103,0.7134380022252441,0.8005271188791788,5771,2318,1438,peak|T=0.5|sigma=2|thr=0.138|dist=24|prom=0.001
139,peak,0.38780461844336944,1.5,0.139,16,0.0,0.7544371196754565,0.6946422318197736,0.8254959078929116,5951,2616,1258,peak|T=0.38780462|sigma=1.5|thr=0.139|dist=16|prom=0
140,peak,0.5,2.0,0.138,0,0.0,0.7544325171873116,0.6673423663714926,0.867665418227216,6255,3118,954,peak|T=0.5|sigma=2|thr=0.138|dist=0|prom=0
141,peak,0.38780461844336944,1.5,0.138,16,0.0,0.754368194479615,0.6938395248631652,0.8264669163545568,5958,2629,1251,peak|T=0.38780462|sigma=1.5|thr=0.138|dist=16|prom=0
142,peak,0.38780461844336944,1.5,0.135,16,0.0,0.7543051788305053,0.6916936603424341,0.8293799417394923,5979,2665,1230,peak|T=0.38780462|sigma=1.5|thr=0.135|dist=16|prom=0
143,peak,0.38780461844336944,1.5,0.134,24,0.0,0.754235112936345,0.7017313432835821,0.815230961298377,5877,2498,1332,peak|T=0.38780462|sigma=1.5|thr=0.134|dist=24|prom=0
144,peak,0.38780461844336944,2.5,0.134,16,0.0,0.7542275042444821,0.7388238424693986,0.7702871410736579,5553,1963,1656,peak|T=0.38780462|sigma=2.5|thr=0.134|dist=16|prom=0
145,peak,0.38780461844336944,1.5,0.136,24,0.0,0.7541152263374485,0.7028646769747093,0.8134276598696074,5864,2479,1345,peak|T=0.38780462|sigma=1.5|thr=0.136|dist=24|prom=0
146,peak,0.38780461844336944,2.5,0.136,16,0.0,0.7541095423231704,0.7418142780461621,0.7668192537106395,5528,1924,1681,peak|T=0.38780462|sigma=2.5|thr=0.136|dist=16|prom=0
147,peak,0.38780461844336944,2.5,0.121,0,0.0,0.7540079517763243,0.7011329755515802,0.8155083922874186,5879,2506,1330,peak|T=0.38780462|sigma=2.5|thr=0.121|dist=0|prom=0
148,segment,0.35,2.0,0.1,0,0.0,0.7539716616573637,0.6758302177259732,0.8525454293244555,6146,2948,1063,segment|T=0.35|sigma=2|thr=0.1|dist=0|prom=0
149,peak,0.5,2.0,0.137,24,0.001,0.7539656635550623,0.7120838471023427,0.8010819808572618,5775,2335,1434,peak|T=0.5|sigma=2|thr=0.137|dist=24|prom=0.001
150,peak,0.38780461844336944,2.0,0.15,16,0.0,0.7539491298527443,0.7284956667960161,0.7812456651407962,5632,2099,1577,peak|T=0.38780462|sigma=2|thr=0.15|dist=16|prom=0
151,peak,0.35,2.0,0.118,24,0.0,0.7539411455596426,0.716032439176544,0.7960882230545152,5739,2276,1470,peak|T=0.35|sigma=2|thr=0.118|dist=24|prom=0
152,peak,0.38780461844336944,1.5,0.135,24,0.0,0.7539172874389931,0.701901231615449,0.8142599528367319,5870,2493,1339,peak|T=0.38780462|sigma=1.5|thr=0.135|dist=24|prom=0
153,peak,0.5,2.0,0.137,0,0.0,0.7539128340958343,0.6659576730830586,0.8686364266888611,6262,3141,947,peak|T=0.5|sigma=2|thr=0.137|dist=0|prom=0
154,peak,0.38780461844336944,1.5,0.137,24,0.0,0.7539105246218217,0.7033389382656738,0.8123179359134415,5856,2470,1353,peak|T=0.38780462|sigma=1.5|thr=0.137|dist=24|prom=0
155,peak,0.38780461844336944,1.5,0.138,24,0.0,0.7537856820671435,0.7038507821901324,0.8113469274517964,5849,2461,1360,peak|T=0.38780462|sigma=1.5|thr=0.138|dist=24|prom=0
156,peak,0.38780461844336944,2.5,0.137,16,0.0,0.7537757124308071,0.7428609913793104,0.7650159522818699,5515,1909,1694,peak|T=0.38780462|sigma=2.5|thr=0.137|dist=16|prom=0
157,peak,0.38780461844336944,1.5,0.139,24,0.0,0.7537260468417316,0.704583835946924,0.8102372034956304,5841,2449,1368,peak|T=0.38780462|sigma=1.5|thr=0.139|dist=24|prom=0
158,segment,0.35,2.0,0.121,0,0.0,0.7536762385610604,0.6914080592867068,0.8282702177833264,5971,2665,1238,segment|T=0.35|sigma=2|thr=0.121|dist=0|prom=0
159,peak,0.5,2.0,0.136,24,0.001,0.7536175205318733,0.7108078199926227,0.8019142738243862,5781,2352,1428,peak|T=0.5|sigma=2|thr=0.136|dist=24|prom=0.001
160,peak,0.38780461844336944,2.5,0.138,16,0.0,0.7535616438356165,0.7442835881477473,0.7630739353585796,5501,1890,1708,peak|T=0.38780462|sigma=2.5|thr=0.138|dist=16|prom=0
161,peak,0.35,2.0,0.121,16,0.0,0.7535517353227376,0.707774798927614,0.8056595921764461,5808,2398,1401,peak|T=0.35|sigma=2|thr=0.121|dist=16|prom=0
162,peak,0.35,2.0,0.1,16,0.0,0.7534695937421146,0.69096378572255,0.8284089332778471,5972,2671,1237,peak|T=0.35|sigma=2|thr=0.1|dist=16|prom=0
163,peak,0.38780461844336944,2.0,0.1,24,0.0,0.753414264036419,0.6922272568839317,0.8264669163545568,5958,2649,1251,peak|T=0.38780462|sigma=2|thr=0.1|dist=24|prom=0
164,peak,0.38780461844336944,2.5,0.135,0,0.0,0.7534083388484448,0.7204151373243893,0.7895685948120406,5692,2209,1517,peak|T=0.38780462|sigma=2.5|thr=0.135|dist=0|prom=0
165,peak,0.5,2.0,0.136,0,0.0,0.7533950246364619,0.6645817873423089,0.8696074351505063,6269,3164,940,peak|T=0.5|sigma=2|thr=0.136|dist=0|prom=0
166,peak,0.5,2.0,0.135,24,0.001,0.7532230759213439,0.7097803411461528,0.8023304203079484,5784,2365,1425,peak|T=0.5|sigma=2|thr=0.135|dist=24|prom=0.001
167,peak,0.35,2.0,0.1,24,0.0,0.7531466735165682,0.7011837857228267,0.8134276598696074,5864,2499,1345,peak|T=0.35|sigma=2|thr=0.1|dist=24|prom=0
168,peak,0.38780461844336944,2.5,0.136,0,0.0,0.7531003382187146,0.7214739517153749,0.7876265778887501,5678,2192,1531,peak|T=0.38780462|sigma=2.5|thr=0.136|dist=0|prom=0
169,segment,0.38780461844336944,1.5,0.15,0,0.0,0.7530109319992587,0.678690714762859,0.8456096545984186,6096,2886,1113,segment|T=0.38780462|sigma=1.5|thr=0.15|dist=0|prom=0
170,segment,0.35,2.5,0.118,0,0.0,0.7529998032915874,0.7140014921661278,0.7965043695380774,5742,2300,1467,segment|T=0.35|sigma=2.5|thr=0.118|dist=0|prom=0
171,peak,0.38780461844336944,2.0,0.1,16,0.0,0.7529937333250604,0.6811854512797485,0.841725620751838,6068,2840,1141,peak|T=0.38780462|sigma=2|thr=0.1|dist=16|prom=0
172,peak,0.38780461844336944,2.5,0.134,0,0.0,0.7529691211401426,0.7180067950169875,0.7915106117353309,5706,2241,1503,peak|T=0.38780462|sigma=2.5|thr=0.134|dist=0|prom=0
173,peak,0.5,2.0,0.134,24,0.001,0.752959542084038,0.7088793631353337,0.8028852822860314,5788,2377,1421,peak|T=0.5|sigma=2|thr=0.134|dist=24|prom=0.001
174,peak,0.38780461844336944,2.0,0.135,0,0.0,0.7528938097634625,0.6888454011741683,0.830073519212096,5984,2703,1225,peak|T=0.38780462|sigma=2|thr=0.135|dist=0|prom=0
175,segment,0.38780461844336944,2.0,0.1,0,0.0,0.7528801495868266,0.6660618996798292,0.8657234013039257,6241,3129,968,segment|T=0.38780462|sigma=2|thr=0.1|dist=0|prom=0
176,peak,0.38780461844336944,2.0,0.137,0,0.0,0.7528579549043138,0.6910946196660482,0.8267443473435983,5960,2664,1249,peak|T=0.38780462|sigma=2|thr=0.137|dist=0|prom=0
177,peak,0.38780461844336944,2.5,0.139,16,0.0,0.7528344671201815,0.7459150326797386,0.7598834789846026,5478,1866,1731,peak|T=0.38780462|sigma=2.5|thr=0.139|dist=16|prom=0
178,peak,0.5,2.5,0.121,16,0.001,0.752814873003404,0.7127804636172059,0.7976140934942433,5750,2317,1459,peak|T=0.5|sigma=2.5|thr=0.121|dist=16|prom=0.001
179,peak,0.38780461844336944,2.0,0.139,0,0.0,0.7528025840775223,0.6926573426573427,0.8243861839367458,5943,2637,1266,peak|T=0.38780462|sigma=2|thr=0.139|dist=0|prom=0
180,peak,0.38780461844336944,2.0,0.138,0,0.0,0.7527983304875736,0.691771269177127,0.8256346233874324,5952,2652,1257,peak|T=0.38780462|sigma=2|thr=0.138|dist=0|prom=0
181,segment,0.35,2.5,0.121,0,0.0,0.7527179284443566,0.7168674698795181,0.7923429047024553,5712,2256,1497,segment|T=0.35|sigma=2.5|thr=0.121|dist=0|prom=0
182,peak,0.38780461844336944,2.0,0.136,0,0.0,0.7527098563145955,0.6896870308349694,0.8284089332778471,5972,2687,1237,peak|T=0.38780462|sigma=2|thr=0.136|dist=0|prom=0
183,peak,0.38780461844336944,2.5,0.137,0,0.0,0.7527096216503757,0.722860791826309,0.785129698987377,5660,2170,1549,peak|T=0.38780462|sigma=2.5|thr=0.137|dist=0|prom=0
184,peak,0.35,1.5,0.137,16,0.0,0.7526096701889209,0.6990245063050202,0.8150922458038563,5876,2530,1333,peak|T=0.35|sigma=1.5|thr=0.137|dist=16|prom=0
185,peak,0.38780461844336944,2.5,0.1,0,0.0,0.752593138157491,0.6749229414354909,0.8504646969066445,6131,2953,1078,peak|T=0.38780462|sigma=2.5|thr=0.1|dist=0|prom=0
186,peak,0.35,2.0,0.121,24,0.0,0.7525718807702454,0.7172847265870522,0.7915106117353309,5706,2249,1503,peak|T=0.35|sigma=2|thr=0.121|dist=24|prom=0
187,peak,0.38780461844336944,2.5,0.138,0,0.0,0.7525505101020205,0.7245762711864406,0.7827715355805244,5643,2145,1566,peak|T=0.38780462|sigma=2.5|thr=0.138|dist=0|prom=0
188,peak,0.5,2.0,0.135,0,0.0,0.7525501020040802,0.663106693454584,0.8698848661395477,6271,3186,938,peak|T=0.5|sigma=2|thr=0.135|dist=0|prom=0
189,peak,0.35,1.5,0.134,16,0.0,0.7525220278380794,0.6971489412043061,0.8174504092107089,5893,2560,1316,peak|T=0.35|sigma=1.5|thr=0.134|dist=16|prom=0
190,peak,0.35,1.5,0.135,16,0.0,0.752476513069598,0.6976771746859446,0.8166181162435844,5887,2551,1322,peak|T=0.35|sigma=1.5|thr=0.135|dist=16|prom=0
191,peak,0.38780461844336944,2.0,0.134,0,0.0,0.7524329754504928,0.6873136040376233,0.8311832431682619,5992,2726,1217,peak|T=0.38780462|sigma=2|thr=0.134|dist=0|prom=0
192,peak,0.35,1.5,0.136,16,0.0,0.752366334100793,0.6979945413551679,0.8159245387709807,5882,2545,1327,peak|T=0.35|sigma=1.5|thr=0.136|dist=16|prom=0
193,peak,0.5,2.5,0.138,24,0.001,0.7523450872988703,0.7428339643050298,0.7621029268969344,5494,1902,1715,peak|T=0.5|sigma=2.5|thr=0.138|dist=24|prom=0.001
194,peak,0.5,2.5,0.134,24,0.001,0.7523421588594704,0.7367371360191464,0.768622555139409,5541,1980,1668,peak|T=0.5|sigma=2.5|thr=0.134|dist=24|prom=0.001
195,peak,0.5,2.5,0.118,16,0.001,0.7523139095293964,0.7095782614041559,0.8005271188791788,5771,2362,1438,peak|T=0.5|sigma=2.5|thr=0.118|dist=16|prom=0.001
196,peak,0.5,2.5,0.135,24,0.001,0.7522973248927914,0.7385725741780272,0.766541822721598,5526,1956,1683,peak|T=0.5|sigma=2.5|thr=0.135|dist=24|prom=0.001
197,peak,0.35,1.5,0.138,16,0.0,0.7521959351157274,0.6993323795898904,0.813705090858649,5866,2522,1343,peak|T=0.35|sigma=1.5|thr=0.138|dist=16|prom=0
198,segment,0.5,2.0,0.121,0,0.0,0.7521183912161357,0.6599643941774008,0.8741850464696906,6302,3247,907,segment|T=0.5|sigma=2|thr=0.121|dist=0|prom=0
199,peak,0.5,2.5,0.137,24,0.001,0.7521017018659011,0.7413096200485044,0.7632126508531003,5502,1920,1707,peak|T=0.5|sigma=2.5|thr=0.137|dist=24|prom=0.001
200,peak,0.5,2.0,0.121,16,0.0,0.7520864015709376,0.6743699790910092,0.8500485504230822,6128,2959,1081,peak|T=0.5|sigma=2|thr=0.121|dist=16|prom=0
201,peak,0.5,2.0,0.139,0,0.001,0.7520486714675937,0.6806382739633666,0.8401997503121099,6057,2842,1152,peak|T=0.5|sigma=2|thr=0.139|dist=0|prom=0.001
202,peak,0.38780461844336944,2.5,0.139,0,0.0,0.7519571763131482,0.7263443640124095,0.7794423637120267,5619,2117,1590,peak|T=0.38780462|sigma=2.5|thr=0.139|dist=0|prom=0
